id,length,bin,ofdeg,gc,principal component 1,principal component 2,principal component 3
contig-715000000,10468,41,-0.0720531059890652,0.39014138326327896,-11.363583684944148,-5.421284471631551,6.847109760234743
contig-72000000,54378,51,-0.0693538389499303,0.455404759277649,-3.251357424067679,3.8690510757390215,1.9205669218156796
contig-720000000,10351,11,-0.0717458091191238,0.520239590377741,3.559841285442084,9.055563265532307,3.579718018898253
contig-722000000,10314,11,-0.073071600101471,0.542854372697305,4.886383139788911,8.714141078234386,4.251459846103922
contig-723000000,13786,71,-0.0819840568773503,0.645292325547657,15.278972903227945,-3.8222356652381646,-2.056568050487211
contig-732000000,10215,11,-0.0713492564108269,0.522173274596182,3.4563524552305696,7.885397289499873,3.124035075633782
contig-738000000,10132,81,-0.0858862144075179,0.6528819581523879,15.737861504578088,-1.8977537077687048,-3.08740589368377
contig-740000000,10014,71,-0.0843885306606608,0.6551827441581789,15.996428934527968,-4.79906051813065,-2.2896656498082164
contig-741000000,9997,61,-0.0675408334391672,0.523457037111133,3.378768526363858,4.815429828179298,-0.0687213921008041
contig-746000000,9940,11,-0.0711387476660628,0.527464788732394,3.8278567159555945,7.231328851341026,3.24588191791933
contig-752000000,9940,41,-0.0737348901969345,0.373038229376258,-11.79005334535638,-4.326900832777702,3.9871888095831736
contig-76000000,109374,51,-0.0686980119225608,0.45508987510743,-3.1449502413321784,3.5224947237174673,1.2363990779493899
contig-760000000,10214,41,-0.0716487228258871,0.38799686704523206,-11.140721595739302,-4.534645813745235,3.832199709362145
contig-764000000,9886,11,-0.0717227913167177,0.5296378717378111,4.132647979108829,7.687297704812908,4.412487276288802
contig-770000000,9673,11,-0.071772126392519,0.527654295461594,3.689695193384233,9.188917112779176,2.896686338149986
contig-772000000,9671,41,-0.0726536880677922,0.38331092958329,-11.87496648967033,-5.8430401445922335,5.63810522140423
contig-79000000,51916,32,-0.081993723664893,0.318649356653055,-14.638935767792717,2.0577064937258243,-9.339348673998508
contig-794000000,9388,71,-0.0819564668681499,0.6481678738815511,15.838947955130436,-2.957574303788007,-1.8592825111817883
contig-795000000,9417,32,-0.0818607912278796,0.318360412020813,-15.510017880562648,2.204180344721085,-9.457653034969436
contig-797000000,9353,11,-0.073560784045448,0.531807976050465,4.619349672063008,7.054081419052413,4.968567322275
contig-8000000,124378,51,-0.0686769948959496,0.438574345945424,-5.079932087677957,2.1268857710165885,1.4198552747421491
contig-804000000,9238,32,-0.0823340838338163,0.31825070361550106,-14.521148455377679,1.6614848481779725,-9.68934277133839
contig-81000000,51607,61,-0.0668153408984924,0.49563043773131604,0.3939371355266505,3.206937161388169,0.14752778249634171
contig-82000000,59871,51,-0.0694927084054259,0.445040169698184,-4.58026848387505,3.4333994823685647,1.755036968429275
contig-820000000,16231,11,-0.0743515723261713,0.537058714805003,5.096847583778041,9.553160809544277,2.860566001350412
contig-835000000,8901,11,-0.0702920246735019,0.521963824289406,4.085154566498859,7.36172063752436,0.20261927107655237
contig-839000000,8862,11,-0.0729578546314102,0.5292259083728279,4.2132640365496155,8.597948504375497,3.582690996854848
contig-841000000,8865,61,-0.0677655801383225,0.523406655386351,2.672860029829933,4.209858008784689,-1.3484055550583647
contig-850000000,8716,41,-0.0739906376088925,0.372418540614961,-11.910024115157281,-3.9247925680282614,3.46016274652328
contig-851000000,8686,11,-0.07047365202451801,0.5057563895924481,2.1492633169295177,7.931501282470126,2.382091127977617
contig-854000000,8645,11,-0.07372928279735601,0.536032388663968,4.75281852182384,9.617252984676735,2.7724873928149436
contig-856000000,8691,61,-0.0676872374798438,0.512599240593718,2.2181129755196953,4.321923901091859,0.11973871619801078
contig-858000000,8614,11,-0.0741397746260151,0.546319944276759,5.582295135745465,8.557044045426805,4.660192541367109
contig-870000000,8517,61,-0.0671353947933195,0.5068686157097569,1.650331959392312,4.2411367417779315,-0.2624193935791174
contig-877000000,38233,41,-0.0720424134975173,0.389480291894437,-10.808426776416985,-4.813097110453968,5.784775032150733
contig-878000000,21525,41,-0.0716923056813596,0.386806039488966,-10.675138728498437,-4.24433271758445,5.200887134558374
contig-88000000,70970,51,-0.0695234776329567,0.44393405664365204,-4.4011129474514386,3.4799831274425816,1.2635794771902933
contig-89000000,49759,31,-0.0808017391571229,0.323639944532647,-16.98372156875727,-4.254518141524034,-5.677386666459248
contig-899000000,8202,71,-0.0849927534734813,0.6604486710558399,16.001089995526034,-3.342435653965419,-0.9655657202032147
contig-907000000,8107,71,-0.0850594710548206,0.663130627852473,15.596849162705851,-2.4940951001419487,-0.4126514124318992
contig-908000000,8100,61,-0.0662592037891896,0.502716049382716,1.4254416646412118,4.039467702757921,1.746700280069631
contig-911000000,32739,41,-0.073913669913302,0.36995632120712296,-12.201235078035118,-5.382948283053106,3.1543683139849956
contig-917000000,8051,41,-0.0715978186280045,0.388150540305552,-10.761488665751504,-5.822166394159092,6.944180851829068
contig-92000000,48948,61,-0.0672500464324775,0.5122783361935109,2.1484515140388303,4.335362841709,0.6641201953085193
contig-931000000,8090,11,-0.0744040730414118,0.549072929542645,5.631146785097789,8.856525956116863,1.4976384887784766
contig-936000000,7853,51,-0.0693878727722698,0.43792181331975,-4.701889666993162,3.72281448123973,0.898880662004288
contig-946000000,7680,71,-0.0813490265031673,0.645182291666667,15.434824325395294,-2.823558643221416,-0.9927536445809766
contig-95000000,48679,32,-0.0802944873945084,0.329669878181557,-13.98384692119068,3.006495021801762,-9.611757647744334
contig-96000000,48568,32,-0.0786646343886323,0.335097183330588,-13.476546536934206,2.2148341196208965,-8.856977804417472
contig-962000000,7523,11,-0.0738460147096548,0.5463246045460589,5.188389965499103,7.7456385901643845,4.07523356837304
contig-977000000,11295,71,-0.0836174666407989,0.6521469676848161,15.698879583332857,-3.077461624294135,-2.909491199103726
contig-984000000,120224,71,-0.08544854190648599,0.659926470588235,16.73355212431118,-3.6675980669885955,-2.7162800856573446
contig-985000000,7331,11,-0.0717228229503814,0.5285772745873689,4.7443101225291,8.296792510179456,1.5220783550394446
contig-99000000,55125,41,-0.0745672308391904,0.369741496598639,-12.096223216002084,-4.879517428613616,4.059137830892701
contig-996000000,7216,61,-0.0668795750726178,0.5196784922394679,3.1250390221166877,4.306681656260478,0.18939219863833628
